## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.964278e-02, e_c = 2.777157e+01, C^2 = 6.507842e+00, sigma0/2 = 1.494512e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/27.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
6.464646e-01 -6.853707e-01 8.424369e-01
6.464646e-01 -6.773547e-01 8.388244e-01
6.464646e-01 -6.693387e-01 8.350813e-01
6.464646e-01 -6.613226e-01 8.312029e-01
6.464646e-01 -6.533066e-01 8.271846e-01
6.464646e-01 -6.452906e-01 8.230216e-01
6.464646e-01 -6.372745e-01 8.187089e-01
6.464646e-01 -6.292585e-01 8.142413e-01
6.464646e-01 -6.212425e-01 8.096137e-01
6.464646e-01 -6.132265e-01 8.048206e-01
6.464646e-01 -6.052104e-01 7.998563e-01
6.464646e-01 -5.971944e-01 7.947153e-01
6.464646e-01 -5.891784e-01 7.893914e-01
6.464646e-01 -5.811623e-01 7.838787e-01
6.464646e-01 -5.731463e-01 7.781708e-01
6.464646e-01 -5.651303e-01 7.722614e-01
6.464646e-01 -5.571142e-01 7.661439e-01
6.464646e-01 -5.490982e-01 7.598114e-01
6.464646e-01 -5.410822e-01 7.532570e-01
6.464646e-01 -5.330661e-01 7.464735e-01
6.464646e-01 -5.250501e-01 7.394536e-01
6.464646e-01 -5.170341e-01 7.321899e-01
6.464646e-01 -5.090180e-01 7.246745e-01
6.464646e-01 -5.010020e-01 7.168996e-01
6.464646e-01 -4.929860e-01 7.088572e-01
6.464646e-01 -4.849699e-01 7.005391e-01
6.464646e-01 -4.769539e-01 6.919366e-01
6.464646e-01 -4.689379e-01 6.830414e-01
6.464646e-01 -4.609218e-01 6.738445e-01
6.464646e-01 -4.529058e-01 6.643371e-01
6.464646e-01 -4.448898e-01 6.545099e-01
6.464646e-01 -4.368737e-01 6.443538e-01
6.464646e-01 -4.288577e-01 6.338591e-01
6.464646e-01 -4.208417e-01 6.230164e-01
6.464646e-01 -4.128257e-01 6.118158e-01
6.464646e-01 -4.048096e-01 6.002475e-01
6.464646e-01 -3.967936e-01 5.883014e-01
6.464646e-01 -3.887776e-01 5.759673e-01
6.464646e-01 -3.807615e-01 5.632350e-01
6.464646e-01 -3.727455e-01 5.500941e-01
6.464646e-01 -3.647295e-01 5.365342e-01
6.464646e-01 -3.567134e-01 5.225447e-01
6.464646e-01 -3.486974e-01 5.081151e-01
6.464646e-01 -3.406814e-01 4.932347e-01
6.464646e-01 -3.326653e-01 4.778928e-01
6.464646e-01 -3.246493e-01 4.620790e-01
6.464646e-01 -3.166333e-01 4.457824e-01
6.464646e-01 -3.086172e-01 4.289926e-01
6.464646e-01 -3.006012e-01 4.116990e-01
6.464646e-01 -2.925852e-01 3.938912e-01
6.464646e-01 -2.845691e-01 3.755590e-01
6.464646e-01 -2.765531e-01 3.566922e-01
6.464646e-01 -2.685371e-01 3.372807e-01
6.464646e-01 -2.605210e-01 3.173150e-01
6.464646e-01 -2.525050e-01 2.967853e-01
6.464646e-01 -2.444890e-01 2.756826e-01
6.464646e-01 -2.364729e-01 2.539979e-01
6.464646e-01 -2.284569e-01 2.317226e-01
6.464646e-01 -2.204409e-01 2.088485e-01
6.464646e-01 -2.124248e-01 1.853679e-01
6.464646e-01 -2.044088e-01 1.612734e-01
6.464646e-01 -1.963928e-01 1.365583e-01
6.464646e-01 -1.883768e-01 1.112162e-01
6.464646e-01 -1.803607e-01 8.524150e-02
6.464646e-01 -1.723447e-01 5.862908e-02
6.464646e-01 -1.643287e-01 3.137453e-02
6.464646e-01 -1.563126e-01 3.474109e-03
6.464646e-01 -1.482966e-01 -2.507519e-02
6.464646e-01 -1.402806e-01 -5.427561e-02
6.464646e-01 -1.322645e-01 -8.412862e-02
6.464646e-01 -1.242485e-01 -1.146348e-01
6.464646e-01 -1.162325e-01 -1.457940e-01
6.464646e-01 -1.082164e-01 -1.776051e-01
6.464646e-01 -1.002004e-01 -2.100660e-01
6.464646e-01 -9.218437e-02 -2.431738e-01
6.464646e-01 -8.416834e-02 -2.769247e-01
6.464646e-01 -7.615230e-02 -3.113137e-01
6.464646e-01 -6.813627e-02 -3.463350e-01
6.464646e-01 -6.012024e-02 -3.819819e-01
6.464646e-01 -5.210421e-02 -4.182465e-01
6.464646e-01 -4.408818e-02 -4.551200e-01
6.464646e-01 -3.607214e-02 -4.925928e-01
6.464646e-01 -2.805611e-02 -5.306541e-01
6.464646e-01 -2.004008e-02 -5.692921e-01
6.464646e-01 -1.202405e-02 -6.084943e-01
6.464646e-01 -4.008016e-03 -6.482472e-01
6.464646e-01 4.008016e-03 -6.885362e-01
6.464646e-01 1.202405e-02 -7.293461e-01
6.464646e-01 2.004008e-02 -7.706607e-01
6.464646e-01 2.805611e-02 -8.124632e-01
6.464646e-01 3.607214e-02 -8.547359e-01
6.464646e-01 4.408818e-02 -8.974604e-01
6.464646e-01 5.210421e-02 -9.406177e-01
6.464646e-01 6.012024e-02 -9.841885e-01
6.464646e-01 6.813627e-02 -1.028152e+00
6.464646e-01 7.615230e-02 -1.072489e+00
6.464646e-01 8.416834e-02 -1.117178e+00
6.464646e-01 9.218437e-02 -1.162198e+00
6.464646e-01 1.002004e-01 -1.207527e+00
6.464646e-01 1.082164e-01 -1.253144e+00
6.464646e-01 1.162325e-01 -1.299028e+00
6.464646e-01 1.242485e-01 -1.345157e+00
6.464646e-01 1.322645e-01 -1.391509e+00
6.464646e-01 1.402806e-01 -1.438065e+00
6.464646e-01 1.482966e-01 -1.484802e+00
6.464646e-01 1.563126e-01 -1.531700e+00
6.464646e-01 1.643287e-01 -1.578740e+00
6.464646e-01 1.723447e-01 -1.625902e+00
6.464646e-01 1.803607e-01 -1.673167e+00
6.464646e-01 1.883768e-01 -1.720516e+00
6.464646e-01 1.963928e-01 -1.767932e+00
6.464646e-01 2.044088e-01 -1.815397e+00
6.464646e-01 2.124248e-01 -1.862895e+00
6.464646e-01 2.204409e-01 -1.910411e+00
6.464646e-01 2.284569e-01 -1.957929e+00
6.464646e-01 2.364729e-01 -2.005435e+00
6.464646e-01 2.444890e-01 -2.052915e+00
6.464646e-01 2.525050e-01 -2.100357e+00
6.464646e-01 2.605210e-01 -2.147747e+00
6.464646e-01 2.685371e-01 -2.195075e+00
6.464646e-01 2.765531e-01 -2.242328e+00
6.464646e-01 2.845691e-01 -2.289497e+00
6.464646e-01 2.925852e-01 -2.336570e+00
6.464646e-01 3.006012e-01 -2.383539e+00
6.464646e-01 3.086172e-01 -2.430395e+00
6.464646e-01 3.166333e-01 -2.477127e+00
6.464646e-01 3.246493e-01 -2.523728e+00
6.464646e-01 3.326653e-01 -2.570189e+00
6.464646e-01 3.406814e-01 -2.616503e+00
6.464646e-01 3.486974e-01 -2.662661e+00
6.464646e-01 3.567134e-01 -2.708657e+00
6.464646e-01 3.647295e-01 -2.754482e+00
6.464646e-01 3.727455e-01 -2.800131e+00
6.464646e-01 3.807615e-01 -2.845595e+00
6.464646e-01 3.887776e-01 -2.890868e+00
6.464646e-01 3.967936e-01 -2.935943e+00
6.464646e-01 4.048096e-01 -2.980814e+00
6.464646e-01 4.128257e-01 -3.025473e+00
6.464646e-01 4.208417e-01 -3.069915e+00
6.464646e-01 4.288577e-01 -3.114133e+00
6.464646e-01 4.368737e-01 -3.158120e+00
6.464646e-01 4.448898e-01 -3.201871e+00
6.464646e-01 4.529058e-01 -3.245379e+00
6.464646e-01 4.609218e-01 -3.288638e+00
6.464646e-01 4.689379e-01 -3.331642e+00
6.464646e-01 4.769539e-01 -3.374384e+00
6.464646e-01 4.849699e-01 -3.416861e+00
6.464646e-01 4.929860e-01 -3.459065e+00
6.464646e-01 5.010020e-01 -3.500991e+00
6.464646e-01 5.090180e-01 -3.542634e+00
6.464646e-01 5.170341e-01 -3.583989e+00
6.464646e-01 5.250501e-01 -3.625051e+00
6.464646e-01 5.330661e-01 -3.665815e+00
6.464646e-01 5.410822e-01 -3.706277e+00
6.464646e-01 5.490982e-01 -3.746433e+00
6.464646e-01 5.571142e-01 -3.786279e+00
6.464646e-01 5.651303e-01 -3.825812e+00
6.464646e-01 5.731463e-01 -3.865029e+00
6.464646e-01 5.811623e-01 -3.903926e+00
6.464646e-01 5.891784e-01 -3.942503e+00
6.464646e-01 5.971944e-01 -3.980756e+00
6.464646e-01 6.052104e-01 -4.018684e+00
6.464646e-01 6.132265e-01 -4.056286e+00
6.464646e-01 6.212425e-01 -4.093563e+00
6.464646e-01 6.292585e-01 -4.130513e+00
6.464646e-01 6.372745e-01 -4.167137e+00
6.464646e-01 6.452906e-01 -4.203436e+00
6.464646e-01 6.533066e-01 -4.239411e+00
6.464646e-01 6.613226e-01 -4.275065e+00
6.464646e-01 6.693387e-01 -4.310399e+00
6.464646e-01 6.773547e-01 -4.345417e+00
6.464646e-01 6.853707e-01 -4.380121e+00
6.464646e-01 6.933868e-01 -4.414515e+00
6.464646e-01 7.014028e-01 -4.448604e+00
6.464646e-01 7.094188e-01 -4.482392e+00
6.464646e-01 7.174349e-01 -4.515883e+00
6.464646e-01 7.254509e-01 -4.549083e+00
6.464646e-01 7.334669e-01 -4.581999e+00
6.464646e-01 7.414830e-01 -4.614635e+00
6.464646e-01 7.494990e-01 -4.646998e+00
6.464646e-01 7.575150e-01 -4.679094e+00
6.464646e-01 7.655311e-01 -4.710931e+00
6.464646e-01 7.735471e-01 -4.742516e+00
6.464646e-01 7.815631e-01 -4.773855e+00
6.464646e-01 7.895792e-01 -4.804956e+00
6.464646e-01 7.975952e-01 -4.835826e+00
6.464646e-01 8.056112e-01 -4.866473e+00
6.464646e-01 8.136273e-01 -4.896906e+00
6.464646e-01 8.216433e-01 -4.927130e+00
6.464646e-01 8.296593e-01 -4.957155e+00
6.464646e-01 8.376754e-01 -4.986988e+00
6.464646e-01 8.456914e-01 -5.016637e+00
6.464646e-01 8.537074e-01 -5.046109e+00
6.464646e-01 8.617234e-01 -5.075413e+00
6.464646e-01 8.697395e-01 -5.104556e+00
6.464646e-01 8.777555e-01 -5.133545e+00
6.464646e-01 8.857715e-01 -5.162388e+00
6.464646e-01 8.937876e-01 -5.191093e+00
6.464646e-01 9.018036e-01 -5.219666e+00
6.464646e-01 9.098196e-01 -5.248114e+00
6.464646e-01 9.178357e-01 -5.276446e+00
6.464646e-01 9.258517e-01 -5.304666e+00
6.464646e-01 9.338677e-01 -5.332782e+00
6.464646e-01 9.418838e-01 -5.360801e+00
6.464646e-01 9.498998e-01 -5.388728e+00
6.464646e-01 9.579158e-01 -5.416570e+00
6.464646e-01 9.659319e-01 -5.444333e+00
6.464646e-01 9.739479e-01 -5.472022e+00
6.464646e-01 9.819639e-01 -5.499644e+00
6.464646e-01 9.899800e-01 -5.527203e+00
6.464646e-01 9.979960e-01 -5.554704e+00
6.464646e-01 1.006012e+00 -5.582153e+00
6.464646e-01 1.014028e+00 -5.609555e+00
6.464646e-01 1.022044e+00 -5.636914e+00
6.464646e-01 1.030060e+00 -5.664235e+00
6.464646e-01 1.038076e+00 -5.691522e+00
6.464646e-01 1.046092e+00 -5.718780e+00
6.464646e-01 1.054108e+00 -5.746012e+00
6.464646e-01 1.062124e+00 -5.773222e+00
6.464646e-01 1.070140e+00 -5.800414e+00
6.464646e-01 1.078156e+00 -5.827591e+00
6.464646e-01 1.086172e+00 -5.854758e+00
6.464646e-01 1.094188e+00 -5.881917e+00
6.464646e-01 1.102204e+00 -5.909071e+00
6.464646e-01 1.110220e+00 -5.936223e+00
6.464646e-01 1.118236e+00 -5.963377e+00
6.464646e-01 1.126253e+00 -5.990534e+00
6.464646e-01 1.134269e+00 -6.017698e+00
6.464646e-01 1.142285e+00 -6.044872e+00
6.464646e-01 1.150301e+00 -6.072056e+00
6.464646e-01 1.158317e+00 -6.099254e+00
6.464646e-01 1.166333e+00 -6.126468e+00
6.464646e-01 1.174349e+00 -6.153700e+00
6.464646e-01 1.182365e+00 -6.180952e+00
6.464646e-01 1.190381e+00 -6.208226e+00
6.464646e-01 1.198397e+00 -6.235523e+00
6.464646e-01 1.206413e+00 -6.262846e+00
6.464646e-01 1.214429e+00 -6.290195e+00
6.464646e-01 1.222445e+00 -6.317572e+00
6.464646e-01 1.230461e+00 -6.344980e+00
6.464646e-01 1.238477e+00 -6.372418e+00
6.464646e-01 1.246493e+00 -6.399889e+00
6.464646e-01 1.254509e+00 -6.427393e+00
6.464646e-01 1.262525e+00 -6.454932e+00
6.464646e-01 1.270541e+00 -6.482507e+00
6.464646e-01 1.278557e+00 -6.510119e+00
6.464646e-01 1.286573e+00 -6.537769e+00
6.464646e-01 1.294589e+00 -6.565457e+00
6.464646e-01 1.302605e+00 -6.593185e+00
6.464646e-01 1.310621e+00 -6.620954e+00
6.464646e-01 1.318637e+00 -6.648763e+00
6.464646e-01 1.326653e+00 -6.676614e+00
6.464646e-01 1.334669e+00 -6.704508e+00
6.464646e-01 1.342685e+00 -6.732445e+00
6.464646e-01 1.350701e+00 -6.760425e+00
6.464646e-01 1.358717e+00 -6.788449e+00
6.464646e-01 1.366733e+00 -6.816518e+00
6.464646e-01 1.374749e+00 -6.844632e+00
6.464646e-01 1.382766e+00 -6.872792e+00
6.464646e-01 1.390782e+00 -6.900997e+00
6.464646e-01 1.398798e+00 -6.929248e+00
6.464646e-01 1.406814e+00 -6.957545e+00
6.464646e-01 1.414830e+00 -6.985889e+00
6.464646e-01 1.422846e+00 -7.014280e+00
6.464646e-01 1.430862e+00 -7.042718e+00
6.464646e-01 1.438878e+00 -7.071202e+00
6.464646e-01 1.446894e+00 -7.099735e+00
6.464646e-01 1.454910e+00 -7.128314e+00
6.464646e-01 1.462926e+00 -7.156941e+00
6.464646e-01 1.470942e+00 -7.185615e+00
6.464646e-01 1.478958e+00 -7.214337e+00
6.464646e-01 1.486974e+00 -7.243106e+00
6.464646e-01 1.494990e+00 -7.271923e+00
6.464646e-01 1.503006e+00 -7.300787e+00
6.464646e-01 1.511022e+00 -7.329698e+00
6.464646e-01 1.519038e+00 -7.358657e+00
6.464646e-01 1.527054e+00 -7.387663e+00
6.464646e-01 1.535070e+00 -7.416716e+00
6.464646e-01 1.543086e+00 -7.445815e+00
6.464646e-01 1.551102e+00 -7.474962e+00
6.464646e-01 1.559118e+00 -7.504155e+00
6.464646e-01 1.567134e+00 -7.533394e+00
6.464646e-01 1.575150e+00 -7.562679e+00
6.464646e-01 1.583166e+00 -7.592010e+00
6.464646e-01 1.591182e+00 -7.621387e+00
6.464646e-01 1.599198e+00 -7.650809e+00
6.464646e-01 1.607214e+00 -7.680277e+00
6.464646e-01 1.615230e+00 -7.709789e+00
6.464646e-01 1.623246e+00 -7.739345e+00
6.464646e-01 1.631263e+00 -7.768946e+00
6.464646e-01 1.639279e+00 -7.798591e+00
6.464646e-01 1.647295e+00 -7.828279e+00
6.464646e-01 1.655311e+00 -7.858011e+00
6.464646e-01 1.663327e+00 -7.887785e+00
6.464646e-01 1.671343e+00 -7.917602e+00
6.464646e-01 1.679359e+00 -7.947461e+00
6.464646e-01 1.687375e+00 -7.977362e+00
6.464646e-01 1.695391e+00 -8.007305e+00
6.464646e-01 1.703407e+00 -8.037288e+00
6.464646e-01 1.711423e+00 -8.067312e+00
6.464646e-01 1.719439e+00 -8.097376e+00
6.464646e-01 1.727455e+00 -8.127480e+00
6.464646e-01 1.735471e+00 -8.157623e+00
6.464646e-01 1.743487e+00 -8.187806e+00
6.464646e-01 1.751503e+00 -8.218027e+00
6.464646e-01 1.759519e+00 -8.248286e+00
6.464646e-01 1.767535e+00 -8.278582e+00
6.464646e-01 1.775551e+00 -8.308916e+00
6.464646e-01 1.783567e+00 -8.339287e+00
6.464646e-01 1.791583e+00 -8.369695e+00
6.464646e-01 1.799599e+00 -8.400138e+00
6.464646e-01 1.807615e+00 -8.430617e+00
6.464646e-01 1.815631e+00 -8.461131e+00
6.464646e-01 1.823647e+00 -8.491679e+00
6.464646e-01 1.831663e+00 -8.522262e+00
6.464646e-01 1.839679e+00 -8.552879e+00
6.464646e-01 1.847695e+00 -8.583528e+00
6.464646e-01 1.855711e+00 -8.614211e+00
6.464646e-01 1.863727e+00 -8.644926e+00
6.464646e-01 1.871743e+00 -8.675673e+00
6.464646e-01 1.879760e+00 -8.706452e+00
6.464646e-01 1.887776e+00 -8.737262e+00
6.464646e-01 1.895792e+00 -8.768102e+00
6.464646e-01 1.903808e+00 -8.798973e+00
6.464646e-01 1.911824e+00 -8.829873e+00
6.464646e-01 1.919840e+00 -8.860803e+00
6.464646e-01 1.927856e+00 -8.891761e+00
6.464646e-01 1.935872e+00 -8.922748e+00
6.464646e-01 1.943888e+00 -8.953764e+00
6.464646e-01 1.951904e+00 -8.984808e+00
6.464646e-01 1.959920e+00 -9.015880e+00
6.464646e-01 1.967936e+00 -9.046982e+00
6.464646e-01 1.975952e+00 -9.078115e+00
6.464646e-01 1.983968e+00 -9.109286e+00
6.464646e-01 1.991984e+00 -9.140504e+00
6.464646e-01 2.000000e+00 -9.171792e+00
7.272727e-01 -2.000000e+00 9.432180e-01
7.272727e-01 -1.991984e+00 9.432087e-01
7.272727e-01 -1.983968e+00 9.431992e-01
7.272727e-01 -1.975952e+00 9.431893e-01
7.272727e-01 -1.967936e+00 9.431791e-01
7.272727e-01 -1.959920e+00 9.431685e-01
7.272727e-01 -1.951904e+00 9.431576e-01
7.272727e-01 -1.943888e+00 9.431463e-01
7.272727e-01 -1.935872e+00 9.431345e-01
7.272727e-01 -1.927856e+00 9.431224e-01
7.272727e-01 -1.919840e+00 9.431098e-01
7.272727e-01 -1.911824e+00 9.430967e-01
7.272727e-01 -1.903808e+00 9.430831e-01
7.272727e-01 -1.895792e+00 9.430691e-01
7.272727e-01 -1.887776e+00 9.430545e-01
7.272727e-01 -1.879760e+00 9.430393e-01
7.272727e-01 -1.871743e+00 9.430236e-01
7.272727e-01 -1.863727e+00 9.430073e-01
7.272727e-01 -1.855711e+00 9.429904e-01
7.272727e-01 -1.847695e+00 9.429728e-01
7.272727e-01 -1.839679e+00 9.429546e-01
7.272727e-01 -1.831663e+00 9.429357e-01
7.272727e-01 -1.823647e+00 9.429160e-01
7.272727e-01 -1.815631e+00 9.428957e-01
7.272727e-01 -1.807615e+00 9.428746e-01
7.272727e-01 -1.799599e+00 9.428526e-01
7.272727e-01 -1.791583e+00 9.428299e-01
7.272727e-01 -1.783567e+00 9.428063e-01
7.272727e-01 -1.775551e+00 9.427818e-01
7.272727e-01 -1.767535e+00 9.427564e-01
7.272727e-01 -1.759519e+00 9.427300e-01
7.272727e-01 -1.751503e+00 9.427027e-01
7.272727e-01 -1.743487e+00 9.426743e-01
7.272727e-01 -1.735471e+00 9.426449e-01
7.272727e-01 -1.727455e+00 9.426143e-01
7.272727e-01 -1.719439e+00 9.425826e-01
7.272727e-01 -1.711423e+00 9.425497e-01
7.272727e-01 -1.703407e+00 9.425156e-01
7.272727e-01 -1.695391e+00 9.424802e-01
7.272727e-01 -1.687375e+00 9.424435e-01
7.272727e-01 -1.679359e+00 9.424053e-01
7.272727e-01 -1.671343e+00 9.423658e-01
7.272727e-01 -1.663327e+00 9.423247e-01
7.272727e-01 -1.655311e+00 9.422821e-01
7.272727e-01 -1.647295e+00 9.422380e-01
7.272727e-01 -1.639279e+00 9.421921e-01
7.272727e-01 -1.631263e+00 9.421445e-01
7.272727e-01 -1.623246e+00 9.420952e-01
7.272727e-01 -1.615230e+00 9.420440e-01
7.272727e-01 -1.607214e+00 9.419908e-01
7.272727e-01 -1.599198e+00 9.419357e-01
7.272727e-01 -1.591182e+00 9.418785e-01
7.272727e-01 -1.583166e+00 9.418191e-01
7.272727e-01 -1.575150e+00 9.417576e-01
7.272727e-01 -1.567134e+00 9.416937e-01
7.272727e-01 -1.559118e+00 9.416274e-01
7.272727e-01 -1.551102e+00 9.415586e-01
7.272727e-01 -1.543086e+00 9.414872e-01
7.272727e-01 -1.535070e+00 9.414131e-01
7.272727e-01 -1.527054e+00 9.413363e-01
7.272727e-01 -1.519038e+00 9.412565e-01
7.272727e-01 -1.511022e+00 9.411738e-01
7.272727e-01 -1.503006e+00 9.410880e-01
7.272727e-01 -1.494990e+00 9.409989e-01
7.272727e-01 -1.486974e+00 9.409065e-01
7.272727e-01 -1.478958e+00 9.408106e-01
7.272727e-01 -1.470942e+00 9.407112e-01
7.272727e-01 -1.462926e+00 9.406080e-01
7.272727e-01 -1.454910e+00 9.405009e-01
7.272727e-01 -1.446894e+00 9.403897e-01
7.272727e-01 -1.438878e+00 9.402745e-01
7.272727e-01 -1.430862e+00 9.401548e-01
7.272727e-01 -1.422846e+00 9.400307e-01
7.272727e-01 -1.414830e+00 9.399020e-01
7.272727e-01 -1.406814e+00 9.397684e-01
7.272727e-01 -1.398798e+00 9.396297e-01
7.272727e-01 -1.390782e+00 9.394859e-01
7.272727e-01 -1.382766e+00 9.393367e-01
7.272727e-01 -1.374749e+00 9.391819e-01
7.272727e-01 -1.366733e+00 9.390212e-01
7.272727e-01 -1.358717e+00 9.388545e-01
7.272727e-01 -1.350701e+00 9.386816e-01
7.272727e-01 -1.342685e+00 9.385022e-01
7.272727e-01 -1.334669e+00 9.383160e-01
7.272727e-01 -1.326653e+00 9.381229e-01
7.272727e-01 -1.318637e+00 9.379225e-01
7.272727e-01 -1.310621e+00 9.377146e-01
7.272727e-01 -1.302605e+00 9.374989e-01
7.272727e-01 -1.294589e+00 9.372751e-01
7.272727e-01 -1.286573e+00 9.370429e-01
7.272727e-01 -1.278557e+00 9.368020e-01
7.272727e-01 -1.270541e+00 9.365521e-01
7.272727e-01 -1.262525e+00 9.362928e-01
7.272727e-01 -1.254509e+00 9.360237e-01
7.272727e-01 -1.246493e+00 9.357446e-01
7.272727e-01 -1.238477e+00 9.354550e-01
7.272727e-01 -1.230461e+00 9.351546e-01
7.272727e-01 -1.222445e+00 9.348429e-01
7.272727e-01 -1.214429e+00 9.345195e-01
7.272727e-01 -1.206413e+00 9.341840e-01
7.272727e-01 -1.198397e+00 9.338360e-01
7.272727e-01 -1.190381e+00 9.334749e-01
7.272727e-01 -1.182365e+00 9.331002e-01
7.272727e-01 -1.174349e+00 9.327116e-01
7.272727e-01 -1.166333e+00 9.323084e-01
7.272727e-01 -1.158317e+00 9.318901e-01
7.272727e-01 -1.150301e+00 9.314561e-01
7.272727e-01 -1.142285e+00 9.310059e-01
7.272727e-01 -1.134269e+00 9.305389e-01
7.272727e-01 -1.126253e+00 9.300543e-01
7.272727e-01 -1.118236e+00 9.295517e-01
7.272727e-01 -1.110220e+00 9.290303e-01
7.272727e-01 -1.102204e+00 9.284893e-01
7.272727e-01 -1.094188e+00 9.279282e-01
7.272727e-01 -1.086172e+00 9.273461e-01
7.272727e-01 -1.078156e+00 9.267422e-01
7.272727e-01 -1.070140e+00 9.261158e-01
7.272727e-01 -1.062124e+00 9.254659e-01
7.272727e-01 -1.054108e+00 9.247919e-01
7.272727e-01 -1.046092e+00 9.240926e-01
7.272727e-01 -1.038076e+00 9.233673e-01
7.272727e-01 -1.030060e+00 9.226149e-01
7.272727e-01 -1.022044e+00 9.218345e-01
7.272727e-01 -1.014028e+00 9.210250e-01
7.272727e-01 -1.006012e+00 9.201853e-01
7.272727e-01 -9.979960e-01 9.193143e-01
7.272727e-01 -9.899800e-01 9.184109e-01
7.272727e-01 -9.819639e-01 9.174738e-01
7.272727e-01 -9.739479e-01 9.165019e-01
7.272727e-01 -9.659319e-01 9.154939e-01
7.272727e-01 -9.579158e-01 9.144483e-01
7.272727e-01 -9.498998e-01 9.133639e-01
7.272727e-01 -9.418838e-01 9.122392e-01
7.272727e-01 -9.338677e-01 9.110728e-01
7.272727e-01 -9.258517e-01 9.098630e-01
7.272727e-01 -9.178357e-01 9.086084e-01
7.272727e-01 -9.098196e-01 9.073073e-01
7.272727e-01 -9.018036e-01 9.059580e-01
7.272727e-01 -8.937876e-01 9.045586e-01
7.272727e-01 -8.857715e-01 9.031075e-01
7.272727e-01 -8.777555e-01 9.016027e-01
7.272727e-01 -8.697395e-01 9.000423e-01
7.272727e-01 -8.617234e-01 8.984242e-01
7.272727e-01 -8.537074e-01 8.967464e-01
7.272727e-01 -8.456914e-01 8.950067e-01
7.272727e-01 -8.376754e-01 8.932028e-01
7.272727e-01 -8.296593e-01 8.913325e-01
7.272727e-01 -8.216433e-01 8.893934e-01
7.272727e-01 -8.136273e-01 8.873829e-01
7.272727e-01 -8.056112e-01 8.852985e-01
7.272727e-01 -7.975952e-01 8.831376e-01
7.272727e-01 -7.895792e-01 8.808974e-01
7.272727e-01 -7.815631e-01 8.785751e-01
7.272727e-01 -7.735471e-01 8.761678e-01
7.272727e-01 -7.655311e-01 8.736724e-01
7.272727e-01 -7.575150e-01 8.710858e-01
7.272727e-01 -7.494990e-01 8.684048e-01
7.272727e-01 -7.414830e-01 8.656261e-01
7.272727e-01 -7.334669e-01 8.627462e-01
7.272727e-01 -7.254509e-01 8.597615e-01
7.272727e-01 -7.174349e-01 8.566684e-01
7.272727e-01 -7.094188e-01 8.534631e-01
7.272727e-01 -7.014028e-01 8.501417e-01
7.272727e-01 -6.933868e-01 8.467001e-01
7.272727e-01 -6.853707e-01 8.431342e-01
7.272727e-01 -6.773547e-01 8.394397e-01
7.272727e-01 -6.693387e-01 8.356121e-01
7.272727e-01 -6.613226e-01 8.316470e-01
7.272727e-01 -6.533066e-01 8.275395e-01
7.272727e-01 -6.452906e-01 8.232849e-01
7.272727e-01 -6.372745e-01 8.188782e-01
7.272727e-01 -6.292585e-01 8.143141e-01
7.272727e-01 -6.212425e-01 8.095876e-01
7.272727e-01 -6.132265e-01 8.046930e-01
7.272727e-01 -6.052104e-01 7.996248e-01
7.272727e-01 -5.971944e-01 7.943773e-01
7.272727e-01 -5.891784e-01 7.889445e-01
7.272727e-01 -5.811623e-01 7.833203e-01
7.272727e-01 -5.731463e-01 7.774986e-01
7.272727e-01 -5.651303e-01 7.714729e-01
7.272727e-01 -5.571142e-01 7.652366e-01
7.272727e-01 -5.490982e-01 7.587831e-01
7.272727e-01 -5.410822e-01 7.521053e-01
7.272727e-01 -5.330661e-01 7.451962e-01
7.272727e-01 -5.250501e-01 7.380486e-01
7.272727e-01 -5.170341e-01 7.306550e-01
7.272727e-01 -5.090180e-01 7.230079e-01
7.272727e-01 -5.010020e-01 7.150994e-01
7.272727e-01 -4.929860e-01 7.069216e-01
7.272727e-01 -4.849699e-01 6.984666e-01
7.272727e-01 -4.769539e-01 6.897259e-01
7.272727e-01 -4.689379e-01 6.806911e-01
7.272727e-01 -4.609218e-01 6.713538e-01
7.272727e-01 -4.529058e-01 6.617051e-01
7.272727e-01 -4.448898e-01 6.517362e-01
7.272727e-01 -4.368737e-01 6.414381e-01
7.272727e-01 -4.288577e-01 6.308016e-01
7.272727e-01 -4.208417e-01 6.198174e-01
7.272727e-01 -4.128257e-01 6.084761e-01
7.272727e-01 -4.048096e-01 5.967682e-01
7.272727e-01 -3.967936e-01 5.846841e-01
7.272727e-01 -3.887776e-01 5.722141e-01
7.272727e-01 -3.807615e-01 5.593484e-01
7.272727e-01 -3.727455e-01 5.460771e-01
7.272727e-01 -3.647295e-01 5.323904e-01
7.272727e-01 -3.567134e-01 5.182783e-01
7.272727e-01 -3.486974e-01 5.037308e-01
7.272727e-01 -3.406814e-01 4.887381e-01
7.272727e-01 -3.326653e-01 4.732901e-01
7.272727e-01 -3.246493e-01 4.573770e-01
7.272727e-01 -3.166333e-01 4.409890e-01
7.272727e-01 -3.086172e-01 4.241162e-01
7.272727e-01 -3.006012e-01 4.067491e-01
