## Generated from BK dipole with initial condition: MVe model, Qs0^2 = 5.964278e-02, e_c = 2.777157e+01, C^2 = 6.507842e+00, sigma0/2 = 1.494512e+01
## Fitted to file /home/caaucasu/sidis_fit/data/dipole/posterior/LOmvefit/27.dat
## Note definition of log S(k): log_S(k) = log10 S(k) = log10 [ \int r dr J0(k r) (1 - N(r)) ]
## log10 k grid ranges from -2 to 2 with 500 points
## y grid ranges from 0 to 8.0 with 100 points
y log10_k log10_S(k)
4.525253e+00 -6.292585e-01 6.634239e-01
4.525253e+00 -6.212425e-01 6.593000e-01
4.525253e+00 -6.132265e-01 6.550330e-01
4.525253e+00 -6.052104e-01 6.506187e-01
4.525253e+00 -5.971944e-01 6.460522e-01
4.525253e+00 -5.891784e-01 6.413291e-01
4.525253e+00 -5.811623e-01 6.364445e-01
4.525253e+00 -5.731463e-01 6.313935e-01
4.525253e+00 -5.651303e-01 6.261710e-01
4.525253e+00 -5.571142e-01 6.207721e-01
4.525253e+00 -5.490982e-01 6.151915e-01
4.525253e+00 -5.410822e-01 6.094240e-01
4.525253e+00 -5.330661e-01 6.034642e-01
4.525253e+00 -5.250501e-01 5.973066e-01
4.525253e+00 -5.170341e-01 5.909457e-01
4.525253e+00 -5.090180e-01 5.843759e-01
4.525253e+00 -5.010020e-01 5.775915e-01
4.525253e+00 -4.929860e-01 5.705867e-01
4.525253e+00 -4.849699e-01 5.633558e-01
4.525253e+00 -4.769539e-01 5.558929e-01
4.525253e+00 -4.689379e-01 5.481921e-01
4.525253e+00 -4.609218e-01 5.402474e-01
4.525253e+00 -4.529058e-01 5.320530e-01
4.525253e+00 -4.448898e-01 5.236028e-01
4.525253e+00 -4.368737e-01 5.148908e-01
4.525253e+00 -4.288577e-01 5.059111e-01
4.525253e+00 -4.208417e-01 4.966579e-01
4.525253e+00 -4.128257e-01 4.871250e-01
4.525253e+00 -4.048096e-01 4.773068e-01
4.525253e+00 -3.967936e-01 4.671974e-01
4.525253e+00 -3.887776e-01 4.567912e-01
4.525253e+00 -3.807615e-01 4.460825e-01
4.525253e+00 -3.727455e-01 4.350659e-01
4.525253e+00 -3.647295e-01 4.237360e-01
4.525253e+00 -3.567134e-01 4.120878e-01
4.525253e+00 -3.486974e-01 4.001161e-01
4.525253e+00 -3.406814e-01 3.878163e-01
4.525253e+00 -3.326653e-01 3.751836e-01
4.525253e+00 -3.246493e-01 3.622140e-01
4.525253e+00 -3.166333e-01 3.489032e-01
4.525253e+00 -3.086172e-01 3.352475e-01
4.525253e+00 -3.006012e-01 3.212435e-01
4.525253e+00 -2.925852e-01 3.068880e-01
4.525253e+00 -2.845691e-01 2.921784e-01
4.525253e+00 -2.765531e-01 2.771121e-01
4.525253e+00 -2.685371e-01 2.616872e-01
4.525253e+00 -2.605210e-01 2.459022e-01
4.525253e+00 -2.525050e-01 2.297558e-01
4.525253e+00 -2.444890e-01 2.132474e-01
4.525253e+00 -2.364729e-01 1.963767e-01
4.525253e+00 -2.284569e-01 1.791438e-01
4.525253e+00 -2.204409e-01 1.615496e-01
4.525253e+00 -2.124248e-01 1.435951e-01
4.525253e+00 -2.044088e-01 1.252821e-01
4.525253e+00 -1.963928e-01 1.066126e-01
4.525253e+00 -1.883768e-01 8.758929e-02
4.525253e+00 -1.803607e-01 6.821522e-02
4.525253e+00 -1.723447e-01 4.849397e-02
4.525253e+00 -1.643287e-01 2.842953e-02
4.525253e+00 -1.563126e-01 8.026331e-03
4.525253e+00 -1.482966e-01 -1.271079e-02
4.525253e+00 -1.402806e-01 -3.377659e-02
4.525253e+00 -1.322645e-01 -5.516549e-02
4.525253e+00 -1.242485e-01 -7.687156e-02
4.525253e+00 -1.162325e-01 -9.888859e-02
4.525253e+00 -1.082164e-01 -1.212101e-01
4.525253e+00 -1.002004e-01 -1.438293e-01
4.525253e+00 -9.218437e-02 -1.667393e-01
4.525253e+00 -8.416834e-02 -1.899330e-01
4.525253e+00 -7.615230e-02 -2.134033e-01
4.525253e+00 -6.813627e-02 -2.371428e-01
4.525253e+00 -6.012024e-02 -2.611441e-01
4.525253e+00 -5.210421e-02 -2.853999e-01
4.525253e+00 -4.408818e-02 -3.099028e-01
4.525253e+00 -3.607214e-02 -3.346455e-01
4.525253e+00 -2.805611e-02 -3.596207e-01
4.525253e+00 -2.004008e-02 -3.848213e-01
4.525253e+00 -1.202405e-02 -4.102401e-01
4.525253e+00 -4.008016e-03 -4.358704e-01
4.525253e+00 4.008016e-03 -4.617053e-01
4.525253e+00 1.202405e-02 -4.877381e-01
4.525253e+00 2.004008e-02 -5.139626e-01
4.525253e+00 2.805611e-02 -5.403724e-01
4.525253e+00 3.607214e-02 -5.669614e-01
4.525253e+00 4.408818e-02 -5.937240e-01
4.525253e+00 5.210421e-02 -6.206543e-01
4.525253e+00 6.012024e-02 -6.477469e-01
4.525253e+00 6.813627e-02 -6.749965e-01
4.525253e+00 7.615230e-02 -7.023982e-01
4.525253e+00 8.416834e-02 -7.299470e-01
4.525253e+00 9.218437e-02 -7.576382e-01
4.525253e+00 1.002004e-01 -7.854673e-01
4.525253e+00 1.082164e-01 -8.134300e-01
4.525253e+00 1.162325e-01 -8.415221e-01
4.525253e+00 1.242485e-01 -8.697396e-01
4.525253e+00 1.322645e-01 -8.980786e-01
4.525253e+00 1.402806e-01 -9.265355e-01
4.525253e+00 1.482966e-01 -9.551067e-01
4.525253e+00 1.563126e-01 -9.837886e-01
4.525253e+00 1.643287e-01 -1.012578e+00
4.525253e+00 1.723447e-01 -1.041472e+00
4.525253e+00 1.803607e-01 -1.070467e+00
4.525253e+00 1.883768e-01 -1.099560e+00
4.525253e+00 1.963928e-01 -1.128749e+00
4.525253e+00 2.044088e-01 -1.158031e+00
4.525253e+00 2.124248e-01 -1.187402e+00
4.525253e+00 2.204409e-01 -1.216861e+00
4.525253e+00 2.284569e-01 -1.246404e+00
4.525253e+00 2.364729e-01 -1.276030e+00
4.525253e+00 2.444890e-01 -1.305735e+00
4.525253e+00 2.525050e-01 -1.335519e+00
4.525253e+00 2.605210e-01 -1.365377e+00
4.525253e+00 2.685371e-01 -1.395309e+00
4.525253e+00 2.765531e-01 -1.425312e+00
4.525253e+00 2.845691e-01 -1.455384e+00
4.525253e+00 2.925852e-01 -1.485522e+00
4.525253e+00 3.006012e-01 -1.515726e+00
4.525253e+00 3.086172e-01 -1.545992e+00
4.525253e+00 3.166333e-01 -1.576320e+00
4.525253e+00 3.246493e-01 -1.606706e+00
4.525253e+00 3.326653e-01 -1.637150e+00
4.525253e+00 3.406814e-01 -1.667650e+00
4.525253e+00 3.486974e-01 -1.698203e+00
4.525253e+00 3.567134e-01 -1.728808e+00
4.525253e+00 3.647295e-01 -1.759464e+00
4.525253e+00 3.727455e-01 -1.790168e+00
4.525253e+00 3.807615e-01 -1.820920e+00
4.525253e+00 3.887776e-01 -1.851717e+00
4.525253e+00 3.967936e-01 -1.882559e+00
4.525253e+00 4.048096e-01 -1.913442e+00
4.525253e+00 4.128257e-01 -1.944367e+00
4.525253e+00 4.208417e-01 -1.975331e+00
4.525253e+00 4.288577e-01 -2.006334e+00
4.525253e+00 4.368737e-01 -2.037373e+00
4.525253e+00 4.448898e-01 -2.068448e+00
4.525253e+00 4.529058e-01 -2.099557e+00
4.525253e+00 4.609218e-01 -2.130698e+00
4.525253e+00 4.689379e-01 -2.161871e+00
4.525253e+00 4.769539e-01 -2.193075e+00
4.525253e+00 4.849699e-01 -2.224307e+00
4.525253e+00 4.929860e-01 -2.255567e+00
4.525253e+00 5.010020e-01 -2.286854e+00
4.525253e+00 5.090180e-01 -2.318166e+00
4.525253e+00 5.170341e-01 -2.349503e+00
4.525253e+00 5.250501e-01 -2.380864e+00
4.525253e+00 5.330661e-01 -2.412246e+00
4.525253e+00 5.410822e-01 -2.443650e+00
4.525253e+00 5.490982e-01 -2.475074e+00
4.525253e+00 5.571142e-01 -2.506518e+00
4.525253e+00 5.651303e-01 -2.537979e+00
4.525253e+00 5.731463e-01 -2.569459e+00
4.525253e+00 5.811623e-01 -2.600955e+00
4.525253e+00 5.891784e-01 -2.632466e+00
4.525253e+00 5.971944e-01 -2.663993e+00
4.525253e+00 6.052104e-01 -2.695534e+00
4.525253e+00 6.132265e-01 -2.727088e+00
4.525253e+00 6.212425e-01 -2.758655e+00
4.525253e+00 6.292585e-01 -2.790233e+00
4.525253e+00 6.372745e-01 -2.821823e+00
4.525253e+00 6.452906e-01 -2.853423e+00
4.525253e+00 6.533066e-01 -2.885033e+00
4.525253e+00 6.613226e-01 -2.916652e+00
4.525253e+00 6.693387e-01 -2.948279e+00
4.525253e+00 6.773547e-01 -2.979915e+00
4.525253e+00 6.853707e-01 -3.011558e+00
4.525253e+00 6.933868e-01 -3.043207e+00
4.525253e+00 7.014028e-01 -3.074864e+00
4.525253e+00 7.094188e-01 -3.106526e+00
4.525253e+00 7.174349e-01 -3.138193e+00
4.525253e+00 7.254509e-01 -3.169865e+00
4.525253e+00 7.334669e-01 -3.201542e+00
4.525253e+00 7.414830e-01 -3.233223e+00
4.525253e+00 7.494990e-01 -3.264907e+00
4.525253e+00 7.575150e-01 -3.296595e+00
4.525253e+00 7.655311e-01 -3.328286e+00
4.525253e+00 7.735471e-01 -3.359979e+00
4.525253e+00 7.815631e-01 -3.391675e+00
4.525253e+00 7.895792e-01 -3.423372e+00
4.525253e+00 7.975952e-01 -3.455071e+00
4.525253e+00 8.056112e-01 -3.486772e+00
4.525253e+00 8.136273e-01 -3.518474e+00
4.525253e+00 8.216433e-01 -3.550176e+00
4.525253e+00 8.296593e-01 -3.581879e+00
4.525253e+00 8.376754e-01 -3.613583e+00
4.525253e+00 8.456914e-01 -3.645287e+00
4.525253e+00 8.537074e-01 -3.676991e+00
4.525253e+00 8.617234e-01 -3.708694e+00
4.525253e+00 8.697395e-01 -3.740398e+00
4.525253e+00 8.777555e-01 -3.772101e+00
4.525253e+00 8.857715e-01 -3.803803e+00
4.525253e+00 8.937876e-01 -3.835504e+00
4.525253e+00 9.018036e-01 -3.867205e+00
4.525253e+00 9.098196e-01 -3.898904e+00
4.525253e+00 9.178357e-01 -3.930603e+00
4.525253e+00 9.258517e-01 -3.962300e+00
4.525253e+00 9.338677e-01 -3.993996e+00
4.525253e+00 9.418838e-01 -4.025690e+00
4.525253e+00 9.498998e-01 -4.057383e+00
4.525253e+00 9.579158e-01 -4.089075e+00
4.525253e+00 9.659319e-01 -4.120765e+00
4.525253e+00 9.739479e-01 -4.152453e+00
4.525253e+00 9.819639e-01 -4.184140e+00
4.525253e+00 9.899800e-01 -4.215825e+00
4.525253e+00 9.979960e-01 -4.247508e+00
4.525253e+00 1.006012e+00 -4.279189e+00
4.525253e+00 1.014028e+00 -4.310869e+00
4.525253e+00 1.022044e+00 -4.342547e+00
4.525253e+00 1.030060e+00 -4.374223e+00
4.525253e+00 1.038076e+00 -4.405897e+00
4.525253e+00 1.046092e+00 -4.437569e+00
4.525253e+00 1.054108e+00 -4.469239e+00
4.525253e+00 1.062124e+00 -4.500908e+00
4.525253e+00 1.070140e+00 -4.532574e+00
4.525253e+00 1.078156e+00 -4.564239e+00
4.525253e+00 1.086172e+00 -4.595902e+00
4.525253e+00 1.094188e+00 -4.627563e+00
4.525253e+00 1.102204e+00 -4.659222e+00
4.525253e+00 1.110220e+00 -4.690880e+00
4.525253e+00 1.118236e+00 -4.722536e+00
4.525253e+00 1.126253e+00 -4.754190e+00
4.525253e+00 1.134269e+00 -4.785842e+00
4.525253e+00 1.142285e+00 -4.817492e+00
4.525253e+00 1.150301e+00 -4.849141e+00
4.525253e+00 1.158317e+00 -4.880789e+00
4.525253e+00 1.166333e+00 -4.912434e+00
4.525253e+00 1.174349e+00 -4.944078e+00
4.525253e+00 1.182365e+00 -4.975721e+00
4.525253e+00 1.190381e+00 -5.007362e+00
4.525253e+00 1.198397e+00 -5.039001e+00
4.525253e+00 1.206413e+00 -5.070639e+00
4.525253e+00 1.214429e+00 -5.102276e+00
4.525253e+00 1.222445e+00 -5.133911e+00
4.525253e+00 1.230461e+00 -5.165545e+00
4.525253e+00 1.238477e+00 -5.197177e+00
4.525253e+00 1.246493e+00 -5.228809e+00
4.525253e+00 1.254509e+00 -5.260439e+00
4.525253e+00 1.262525e+00 -5.292068e+00
4.525253e+00 1.270541e+00 -5.323695e+00
4.525253e+00 1.278557e+00 -5.355322e+00
4.525253e+00 1.286573e+00 -5.386947e+00
4.525253e+00 1.294589e+00 -5.418572e+00
4.525253e+00 1.302605e+00 -5.450195e+00
4.525253e+00 1.310621e+00 -5.481817e+00
4.525253e+00 1.318637e+00 -5.513439e+00
4.525253e+00 1.326653e+00 -5.545059e+00
4.525253e+00 1.334669e+00 -5.576679e+00
4.525253e+00 1.342685e+00 -5.608298e+00
4.525253e+00 1.350701e+00 -5.639916e+00
4.525253e+00 1.358717e+00 -5.671533e+00
4.525253e+00 1.366733e+00 -5.703149e+00
4.525253e+00 1.374749e+00 -5.734765e+00
4.525253e+00 1.382766e+00 -5.766380e+00
4.525253e+00 1.390782e+00 -5.797995e+00
4.525253e+00 1.398798e+00 -5.829609e+00
4.525253e+00 1.406814e+00 -5.861222e+00
4.525253e+00 1.414830e+00 -5.892834e+00
4.525253e+00 1.422846e+00 -5.924447e+00
4.525253e+00 1.430862e+00 -5.956058e+00
4.525253e+00 1.438878e+00 -5.987669e+00
4.525253e+00 1.446894e+00 -6.019280e+00
4.525253e+00 1.454910e+00 -6.050890e+00
4.525253e+00 1.462926e+00 -6.082500e+00
4.525253e+00 1.470942e+00 -6.114110e+00
4.525253e+00 1.478958e+00 -6.145719e+00
4.525253e+00 1.486974e+00 -6.177328e+00
4.525253e+00 1.494990e+00 -6.208937e+00
4.525253e+00 1.503006e+00 -6.240545e+00
4.525253e+00 1.511022e+00 -6.272154e+00
4.525253e+00 1.519038e+00 -6.303762e+00
4.525253e+00 1.527054e+00 -6.335369e+00
4.525253e+00 1.535070e+00 -6.366977e+00
4.525253e+00 1.543086e+00 -6.398584e+00
4.525253e+00 1.551102e+00 -6.430192e+00
4.525253e+00 1.559118e+00 -6.461799e+00
4.525253e+00 1.567134e+00 -6.493406e+00
4.525253e+00 1.575150e+00 -6.525013e+00
4.525253e+00 1.583166e+00 -6.556620e+00
4.525253e+00 1.591182e+00 -6.588227e+00
4.525253e+00 1.599198e+00 -6.619834e+00
4.525253e+00 1.607214e+00 -6.651441e+00
4.525253e+00 1.615230e+00 -6.683048e+00
4.525253e+00 1.623246e+00 -6.714656e+00
4.525253e+00 1.631263e+00 -6.746263e+00
4.525253e+00 1.639279e+00 -6.777870e+00
4.525253e+00 1.647295e+00 -6.809477e+00
4.525253e+00 1.655311e+00 -6.841084e+00
4.525253e+00 1.663327e+00 -6.872692e+00
4.525253e+00 1.671343e+00 -6.904300e+00
4.525253e+00 1.679359e+00 -6.935907e+00
4.525253e+00 1.687375e+00 -6.967515e+00
4.525253e+00 1.695391e+00 -6.999123e+00
4.525253e+00 1.703407e+00 -7.030731e+00
4.525253e+00 1.711423e+00 -7.062340e+00
4.525253e+00 1.719439e+00 -7.093948e+00
4.525253e+00 1.727455e+00 -7.125557e+00
4.525253e+00 1.735471e+00 -7.157166e+00
4.525253e+00 1.743487e+00 -7.188775e+00
4.525253e+00 1.751503e+00 -7.220384e+00
4.525253e+00 1.759519e+00 -7.251994e+00
4.525253e+00 1.767535e+00 -7.283604e+00
4.525253e+00 1.775551e+00 -7.315214e+00
4.525253e+00 1.783567e+00 -7.346824e+00
4.525253e+00 1.791583e+00 -7.378435e+00
4.525253e+00 1.799599e+00 -7.410046e+00
4.525253e+00 1.807615e+00 -7.441657e+00
4.525253e+00 1.815631e+00 -7.473268e+00
4.525253e+00 1.823647e+00 -7.504880e+00
4.525253e+00 1.831663e+00 -7.536492e+00
4.525253e+00 1.839679e+00 -7.568104e+00
4.525253e+00 1.847695e+00 -7.599717e+00
4.525253e+00 1.855711e+00 -7.631330e+00
4.525253e+00 1.863727e+00 -7.662943e+00
4.525253e+00 1.871743e+00 -7.694557e+00
4.525253e+00 1.879760e+00 -7.726170e+00
4.525253e+00 1.887776e+00 -7.757785e+00
4.525253e+00 1.895792e+00 -7.789399e+00
4.525253e+00 1.903808e+00 -7.821014e+00
4.525253e+00 1.911824e+00 -7.852629e+00
4.525253e+00 1.919840e+00 -7.884244e+00
4.525253e+00 1.927856e+00 -7.915860e+00
4.525253e+00 1.935872e+00 -7.947476e+00
4.525253e+00 1.943888e+00 -7.979093e+00
4.525253e+00 1.951904e+00 -8.010710e+00
4.525253e+00 1.959920e+00 -8.042327e+00
4.525253e+00 1.967936e+00 -8.073945e+00
4.525253e+00 1.975952e+00 -8.105564e+00
4.525253e+00 1.983968e+00 -8.137184e+00
4.525253e+00 1.991984e+00 -8.168806e+00
4.525253e+00 2.000000e+00 -8.200434e+00
4.606061e+00 -2.000000e+00 7.695082e-01
4.606061e+00 -1.991984e+00 7.695014e-01
4.606061e+00 -1.983968e+00 7.694943e-01
4.606061e+00 -1.975952e+00 7.694868e-01
4.606061e+00 -1.967936e+00 7.694789e-01
4.606061e+00 -1.959920e+00 7.694706e-01
4.606061e+00 -1.951904e+00 7.694619e-01
4.606061e+00 -1.943888e+00 7.694527e-01
4.606061e+00 -1.935872e+00 7.694432e-01
4.606061e+00 -1.927856e+00 7.694332e-01
4.606061e+00 -1.919840e+00 7.694227e-01
4.606061e+00 -1.911824e+00 7.694118e-01
4.606061e+00 -1.903808e+00 7.694004e-01
4.606061e+00 -1.895792e+00 7.693886e-01
4.606061e+00 -1.887776e+00 7.693762e-01
4.606061e+00 -1.879760e+00 7.693634e-01
4.606061e+00 -1.871743e+00 7.693500e-01
4.606061e+00 -1.863727e+00 7.693361e-01
4.606061e+00 -1.855711e+00 7.693216e-01
4.606061e+00 -1.847695e+00 7.693065e-01
4.606061e+00 -1.839679e+00 7.692908e-01
4.606061e+00 -1.831663e+00 7.692746e-01
4.606061e+00 -1.823647e+00 7.692576e-01
4.606061e+00 -1.815631e+00 7.692401e-01
4.606061e+00 -1.807615e+00 7.692218e-01
4.606061e+00 -1.799599e+00 7.692028e-01
4.606061e+00 -1.791583e+00 7.691831e-01
4.606061e+00 -1.783567e+00 7.691626e-01
4.606061e+00 -1.775551e+00 7.691414e-01
4.606061e+00 -1.767535e+00 7.691193e-01
4.606061e+00 -1.759519e+00 7.690964e-01
4.606061e+00 -1.751503e+00 7.690726e-01
4.606061e+00 -1.743487e+00 7.690479e-01
4.606061e+00 -1.735471e+00 7.690223e-01
4.606061e+00 -1.727455e+00 7.689957e-01
4.606061e+00 -1.719439e+00 7.689680e-01
4.606061e+00 -1.711423e+00 7.689394e-01
4.606061e+00 -1.703407e+00 7.689096e-01
4.606061e+00 -1.695391e+00 7.688787e-01
4.606061e+00 -1.687375e+00 7.688467e-01
4.606061e+00 -1.679359e+00 7.688134e-01
4.606061e+00 -1.671343e+00 7.687789e-01
4.606061e+00 -1.663327e+00 7.687431e-01
4.606061e+00 -1.655311e+00 7.687059e-01
4.606061e+00 -1.647295e+00 7.686674e-01
4.606061e+00 -1.639279e+00 7.686273e-01
4.606061e+00 -1.631263e+00 7.685858e-01
4.606061e+00 -1.623246e+00 7.685427e-01
4.606061e+00 -1.615230e+00 7.684980e-01
4.606061e+00 -1.607214e+00 7.684516e-01
4.606061e+00 -1.599198e+00 7.684034e-01
4.606061e+00 -1.591182e+00 7.683535e-01
4.606061e+00 -1.583166e+00 7.683016e-01
4.606061e+00 -1.575150e+00 7.682478e-01
4.606061e+00 -1.567134e+00 7.681920e-01
4.606061e+00 -1.559118e+00 7.681341e-01
4.606061e+00 -1.551102e+00 7.680740e-01
4.606061e+00 -1.543086e+00 7.680117e-01
4.606061e+00 -1.535070e+00 7.679470e-01
4.606061e+00 -1.527054e+00 7.678798e-01
4.606061e+00 -1.519038e+00 7.678102e-01
4.606061e+00 -1.511022e+00 7.677379e-01
4.606061e+00 -1.503006e+00 7.676629e-01
4.606061e+00 -1.494990e+00 7.675851e-01
4.606061e+00 -1.486974e+00 7.675044e-01
4.606061e+00 -1.478958e+00 7.674206e-01
4.606061e+00 -1.470942e+00 7.673337e-01
4.606061e+00 -1.462926e+00 7.672436e-01
4.606061e+00 -1.454910e+00 7.671500e-01
4.606061e+00 -1.446894e+00 7.670529e-01
4.606061e+00 -1.438878e+00 7.669522e-01
4.606061e+00 -1.430862e+00 7.668477e-01
4.606061e+00 -1.422846e+00 7.667393e-01
4.606061e+00 -1.414830e+00 7.666268e-01
4.606061e+00 -1.406814e+00 7.665101e-01
4.606061e+00 -1.398798e+00 7.663890e-01
4.606061e+00 -1.390782e+00 7.662634e-01
4.606061e+00 -1.382766e+00 7.661330e-01
4.606061e+00 -1.374749e+00 7.659978e-01
4.606061e+00 -1.366733e+00 7.658574e-01
4.606061e+00 -1.358717e+00 7.657119e-01
4.606061e+00 -1.350701e+00 7.655608e-01
4.606061e+00 -1.342685e+00 7.654041e-01
4.606061e+00 -1.334669e+00 7.652415e-01
4.606061e+00 -1.326653e+00 7.650728e-01
4.606061e+00 -1.318637e+00 7.648978e-01
4.606061e+00 -1.310621e+00 7.647163e-01
4.606061e+00 -1.302605e+00 7.645279e-01
4.606061e+00 -1.294589e+00 7.643324e-01
4.606061e+00 -1.286573e+00 7.641297e-01
4.606061e+00 -1.278557e+00 7.639193e-01
4.606061e+00 -1.270541e+00 7.637011e-01
4.606061e+00 -1.262525e+00 7.634746e-01
4.606061e+00 -1.254509e+00 7.632397e-01
4.606061e+00 -1.246493e+00 7.629960e-01
4.606061e+00 -1.238477e+00 7.627432e-01
4.606061e+00 -1.230461e+00 7.624809e-01
4.606061e+00 -1.222445e+00 7.622088e-01
4.606061e+00 -1.214429e+00 7.619265e-01
4.606061e+00 -1.206413e+00 7.616336e-01
4.606061e+00 -1.198397e+00 7.613298e-01
4.606061e+00 -1.190381e+00 7.610146e-01
4.606061e+00 -1.182365e+00 7.606877e-01
4.606061e+00 -1.174349e+00 7.603484e-01
4.606061e+00 -1.166333e+00 7.599966e-01
4.606061e+00 -1.158317e+00 7.596315e-01
4.606061e+00 -1.150301e+00 7.592529e-01
4.606061e+00 -1.142285e+00 7.588600e-01
4.606061e+00 -1.134269e+00 7.584525e-01
4.606061e+00 -1.126253e+00 7.580298e-01
4.606061e+00 -1.118236e+00 7.575913e-01
4.606061e+00 -1.110220e+00 7.571365e-01
4.606061e+00 -1.102204e+00 7.566646e-01
4.606061e+00 -1.094188e+00 7.561752e-01
4.606061e+00 -1.086172e+00 7.556675e-01
4.606061e+00 -1.078156e+00 7.551409e-01
4.606061e+00 -1.070140e+00 7.545947e-01
4.606061e+00 -1.062124e+00 7.540281e-01
4.606061e+00 -1.054108e+00 7.534405e-01
4.606061e+00 -1.046092e+00 7.528309e-01
4.606061e+00 -1.038076e+00 7.521987e-01
4.606061e+00 -1.030060e+00 7.515430e-01
4.606061e+00 -1.022044e+00 7.508629e-01
4.606061e+00 -1.014028e+00 7.501575e-01
4.606061e+00 -1.006012e+00 7.494259e-01
4.606061e+00 -9.979960e-01 7.486671e-01
4.606061e+00 -9.899800e-01 7.478802e-01
4.606061e+00 -9.819639e-01 7.470641e-01
4.606061e+00 -9.739479e-01 7.462178e-01
4.606061e+00 -9.659319e-01 7.453401e-01
4.606061e+00 -9.579158e-01 7.444299e-01
4.606061e+00 -9.498998e-01 7.434860e-01
4.606061e+00 -9.418838e-01 7.425072e-01
4.606061e+00 -9.338677e-01 7.414922e-01
4.606061e+00 -9.258517e-01 7.404397e-01
4.606061e+00 -9.178357e-01 7.393484e-01
4.606061e+00 -9.098196e-01 7.382168e-01
4.606061e+00 -9.018036e-01 7.370435e-01
4.606061e+00 -8.937876e-01 7.358270e-01
4.606061e+00 -8.857715e-01 7.345657e-01
4.606061e+00 -8.777555e-01 7.332580e-01
4.606061e+00 -8.697395e-01 7.319023e-01
4.606061e+00 -8.617234e-01 7.304969e-01
4.606061e+00 -8.537074e-01 7.290399e-01
4.606061e+00 -8.456914e-01 7.275295e-01
4.606061e+00 -8.376754e-01 7.259638e-01
4.606061e+00 -8.296593e-01 7.243408e-01
4.606061e+00 -8.216433e-01 7.226586e-01
4.606061e+00 -8.136273e-01 7.209151e-01
4.606061e+00 -8.056112e-01 7.191079e-01
4.606061e+00 -7.975952e-01 7.172350e-01
4.606061e+00 -7.895792e-01 7.152940e-01
4.606061e+00 -7.815631e-01 7.132826e-01
4.606061e+00 -7.735471e-01 7.111982e-01
4.606061e+00 -7.655311e-01 7.090384e-01
4.606061e+00 -7.575150e-01 7.068005e-01
4.606061e+00 -7.494990e-01 7.044818e-01
4.606061e+00 -7.414830e-01 7.020795e-01
4.606061e+00 -7.334669e-01 6.995908e-01
4.606061e+00 -7.254509e-01 6.970127e-01
4.606061e+00 -7.174349e-01 6.943422e-01
4.606061e+00 -7.094188e-01 6.915761e-01
4.606061e+00 -7.014028e-01 6.887112e-01
4.606061e+00 -6.933868e-01 6.857442e-01
4.606061e+00 -6.853707e-01 6.826716e-01
4.606061e+00 -6.773547e-01 6.794900e-01
4.606061e+00 -6.693387e-01 6.761957e-01
4.606061e+00 -6.613226e-01 6.727850e-01
4.606061e+00 -6.533066e-01 6.692541e-01
4.606061e+00 -6.452906e-01 6.655990e-01
4.606061e+00 -6.372745e-01 6.618158e-01
4.606061e+00 -6.292585e-01 6.579003e-01
4.606061e+00 -6.212425e-01 6.538483e-01
4.606061e+00 -6.132265e-01 6.496554e-01
4.606061e+00 -6.052104e-01 6.453172e-01
4.606061e+00 -5.971944e-01 6.408292e-01
4.606061e+00 -5.891784e-01 6.361866e-01
4.606061e+00 -5.811623e-01 6.313848e-01
4.606061e+00 -5.731463e-01 6.264188e-01
4.606061e+00 -5.651303e-01 6.212838e-01
4.606061e+00 -5.571142e-01 6.159746e-01
4.606061e+00 -5.490982e-01 6.104860e-01
4.606061e+00 -5.410822e-01 6.048129e-01
4.606061e+00 -5.330661e-01 5.989499e-01
4.606061e+00 -5.250501e-01 5.928914e-01
4.606061e+00 -5.170341e-01 5.866321e-01
4.606061e+00 -5.090180e-01 5.801662e-01
4.606061e+00 -5.010020e-01 5.734881e-01
4.606061e+00 -4.929860e-01 5.665920e-01
4.606061e+00 -4.849699e-01 5.594722e-01
4.606061e+00 -4.769539e-01 5.521227e-01
4.606061e+00 -4.689379e-01 5.445376e-01
4.606061e+00 -4.609218e-01 5.367110e-01
4.606061e+00 -4.529058e-01 5.286367e-01
4.606061e+00 -4.448898e-01 5.203089e-01
4.606061e+00 -4.368737e-01 5.117215e-01
4.606061e+00 -4.288577e-01 5.028684e-01
4.606061e+00 -4.208417e-01 4.937437e-01
4.606061e+00 -4.128257e-01 4.843413e-01
4.606061e+00 -4.048096e-01 4.746554e-01
4.606061e+00 -3.967936e-01 4.646799e-01
4.606061e+00 -3.887776e-01 4.544092e-01
4.606061e+00 -3.807615e-01 4.438374e-01
4.606061e+00 -3.727455e-01 4.329590e-01
4.606061e+00 -3.647295e-01 4.217686e-01
4.606061e+00 -3.567134e-01 4.102607e-01
4.606061e+00 -3.486974e-01 3.984302e-01
4.606061e+00 -3.406814e-01 3.862722e-01
4.606061e+00 -3.326653e-01 3.737818e-01
4.606061e+00 -3.246493e-01 3.609546e-01
4.606061e+00 -3.166333e-01 3.477864e-01
4.606061e+00 -3.086172e-01 3.342730e-01
4.606061e+00 -3.006012e-01 3.204110e-01
4.606061e+00 -2.925852e-01 3.061968e-01
4.606061e+00 -2.845691e-01 2.916275e-01
4.606061e+00 -2.765531e-01 2.767006e-01
4.606061e+00 -2.685371e-01 2.614136e-01
4.606061e+00 -2.605210e-01 2.457649e-01
4.606061e+00 -2.525050e-01 2.297531e-01
4.606061e+00 -2.444890e-01 2.133771e-01
